Date,"BTC price, USD","ETH price, USD","BTC profit, USD per day for TH","ETH profit, USD per day for TH"
2020-02-27,8803,226.626,0.147,0.0173
2020-02-28,8706,225.407,0.148,0.0175
2020-02-29,8690,226.525,0.129,0.0173
2020-03-01,8572,220.033,0.158,0.017
2020-03-02,8754,225.589,0.133,0.0177
2020-03-03,8791,227.065,0.145,0.0177
2020-03-04,8767,224.612,0.151,0.0173
2020-03-05,9024,230.159,0.14,0.0176
2020-03-06,9099,236.203,0.152,0.0187
2020-03-07,9050,243.015,0.147,0.0188
2020-03-08,8589,223.811,0.137,0.0173
2020-03-09,7886,200.91,0.126,0.0158
2020-03-10,7957,201.931,0.113,0.0157
2020-03-11,7856,196.177,0.111,0.0156
2020-03-12,6696,155.044,0.12,0.016
2020-03-13,5278,124.456,0.0787,0.013
2020-03-14,5401,128.998,0.0805,0.0106
2020-03-15,5316,123.835,0.0849,0.0101
2020-03-16,5005,112.962,0.0777,0.00973
2020-03-17,5179,115.189,0.0878,0.00977
2020-03-18,5182,114.046,0.0693,0.00937
2020-03-19,5668,124.215,0.0901,0.0103
2020-03-20,6288,136.363,0.107,0.0112
2020-03-21,6167,131.923,0.0999,0.0105
2020-03-22,6134,130.074,0.0939,0.0106
2020-03-23,6097,127.684,0.0972,0.0105
2020-03-24,6629,137.419,0.108,0.0109
2020-03-25,6658,137.1,0.0871,0.0111
2020-03-26,6666,135.613,0.152,0.0109
2020-03-27,6685,137.064,0.118,0.0111
2020-03-28,6228,128.964,0.103,0.0103
2020-03-29,6124,128.694,0.121,0.0101
2020-03-30,6266,130.823,0.113,0.0103
2020-03-31,6451,132.802,0.123,0.0108
2020-04-01,6314,132.152,0.114,0.0107
2020-04-02,6722,138.885,0.123,0.0109
2020-04-03,6822,142.681,0.114,0.0114
2020-04-04,6773,142.433,0.138,0.0115
2020-04-05,6799,143.555,0.131,0.0114
2020-04-06,7082,154.953,0.105,0.013
2020-04-07,7310,170.555,0.148,0.014
2020-04-08,7280,169.768,0.12,0.0137
2020-04-09,7286,170.652,0.13,0.0137
2020-04-10,6980,160.542,0.123,0.0127
2020-04-11,6846,157.973,0.116,0.0127
2020-04-12,6946,159.989,0.114,0.0126
2020-04-13,6745,154.239,0.126,0.0124
2020-04-14,6874,158.49,0.113,0.0124
2020-04-15,6793,157.873,0.122,0.0125
2020-04-16,6893,165.002,0.112,0.0131
2020-04-17,7074,170.863,0.111,0.0136
2020-04-18,7129,177.471,0.136,0.0141
2020-04-19,7157,182.73,0.121,0.0148
2020-04-20,7047,178.963,0.125,0.0147
2020-04-21,6863,171.592,0.109,0.0139
2020-04-22,6986,177.088,0.0962,0.0144
2020-04-23,7272,184.938,0.128,0.0147
2020-04-24,7519,187.863,0.119,0.0151
2020-04-25,7541,192.416,0.125,0.0155
2020-04-26,7583,194.831,0.116,0.0157
2020-04-27,7705,195.339,0.125,0.0161
2020-04-28,7726,195.768,0.127,0.0161
2020-04-29,8198,207.369,0.128,0.017
2020-04-30,8883,214.153,0.154,0.0175
2020-05-01,8777,211.673,0.148,0.0164
2020-05-02,8854,212.964,0.14,0.0163
2020-05-03,8973,213.071,0.15,0.0167
2020-05-04,8780,203.685,0.141,0.0157
2020-05-05,8904,205.837,0.148,0.0159
2020-05-06,9109,206.688,0.14,0.0164
2020-05-07,9445,206.739,0.157,0.0171
2020-05-08,9917,212.335,0.155,0.0173
2020-05-09,9724,212.343,0.161,0.0169
2020-05-10,8697,189.09,0.152,0.0162
2020-05-11,8704,187.27,0.12,0.0155
2020-05-12,8775,189.653,0.0761,0.0158
2020-05-13,9039,193.866,0.0742,0.0167
2020-05-14,9523,200.655,0.0937,0.0175
2020-05-15,9519,199.236,0.0881,0.0165
2020-05-16,9407,200.293,0.0816,0.0166
2020-05-17,9623,204.699,0.0829,0.0167
2020-05-18,9728,213.194,0.0951,0.0184
2020-05-19,9680,212.87,0.0949,0.0184
2020-05-20,9677,212.488,0.101,0.0182
2020-05-21,9302,205.062,0.101,0.0189
2020-05-22,9137,203.488,0.0832,0.0176
2020-05-23,9216,208.171,0.0934,0.017
2020-05-24,9139,207.696,0.078,0.0172
2020-05-25,8829,203.63,0.0846,0.0178
2020-05-26,8872,202.483,0.0861,0.0179
2020-05-27,9033,205.091,0.085,0.0179
2020-05-28,9320,210.438,0.0828,0.0186
2020-05-29,9463,220.948,0.0819,0.019
2020-05-30,9510,232.733,0.0944,0.0197
2020-05-31,9558,237.985,0.0818,0.0195
2020-06-01,9581,239.064,0.0892,0.0201
2020-06-02,9894,244.44,0.0848,0.0208
2020-06-03,9561,239.258,0.0904,0.0194
2020-06-04,9710,243.681,0.0908,0.0199
2020-06-05,9760,243.413,0.101,0.0203
2020-06-06,9656,242.071,0.0966,0.0204
2020-06-07,9644,241.567,0.0778,0.0203
2020-06-08,9733,243.909,0.098,0.0209
2020-06-09,9719,244.013,0.0906,0.0211
2020-06-10,9793,245.147,0.0894,0.0363
2020-06-11,9659,242.235,0.103,0.0387
2020-06-12,9427,236.045,0.084,0.0204
2020-06-13,9444,237.538,0.0806,0.0198
2020-06-14,9425,236.423,0.0938,0.0193
2020-06-15,9261,227.623,0.0781,0.0201
2020-06-16,9500,233.694,0.0881,0.0199
2020-06-17,9462,233.668,0.0836,0.0205
2020-06-18,9429,233.044,0.0685,0.0202
2020-06-19,9356,230.178,0.0873,0.0199
2020-06-20,9330,229.433,0.0755,0.019
2020-06-21,9371,230.351,0.0788,0.0192
2020-06-22,9490,238.171,0.0745,0.0213
2020-06-23,9649,243.62,0.0878,0.0219
2020-06-24,9468,240.432,0.0734,0.0216
2020-06-25,9261,234.067,0.0755,0.0202
2020-06-26,9219,232.056,0.0862,0.0197
2020-06-27,9143,228.459,0.0661,0.0194
2020-06-28,9087,223.846,0.0751,0.0192
2020-06-29,9150,225.839,0.0754,0.0193
2020-06-30,9182,227.476,0.0716,0.0208
2020-07-01,9224,229.506,0.0862,0.0208
2020-07-02,9203,229.789,0.0759,0.0202
2020-07-03,9125,227.996,0.0783,0.02
2020-07-04,9137,228.389,0.0712,0.0189
2020-07-05,9110,228.057,0.0775,0.019
2020-07-06,9244,235.619,0.0754,0.0202
2020-07-07,9300,239.608,0.074,0.021
2020-07-08,9374,244.611,0.0785,0.0218
2020-07-09,9362,245.093,0.0806,0.0216
2020-07-10,9236,240.73,0.0762,0.0205
2020-07-11,9279,241.313,0.0761,0.0201
2020-07-12,9292,241.248,0.0785,0.0197
2020-07-13,9316,243.63,0.0662,0.0216
2020-07-14,9252,240.949,0.0761,0.0209
2020-07-15,9258,240.655,0.0646,0.0218
2020-07-16,9169,235.609,0.0723,0.0215
2020-07-17,9169,234.484,0.0692,0.022
2020-07-18,9201,236.211,0.0774,0.0213
2020-07-19,9198,236.843,0.0706,0.0216
2020-07-20,9220,239.712,0.072,0.0238
2020-07-21,9342,243.273,0.0724,0.0252
2020-07-22,9397,246.928,0.0861,0.0257
2020-07-23,9561,268.597,0.0798,0.028
2020-07-24,9565,276.344,0.0861,0.0272
2020-07-25,9627,288.562,0.0674,0.0302
2020-07-26,9836,308.18,0.0811,0.0304
2020-07-27,10423,323.015,0.0812,0.0348
2020-07-28,10988,318.224,0.0983,0.0302
2020-07-29,11098,320.891,0.0951,0.0307
2020-07-30,11039,322.71,0.0961,0.0308
2020-07-31,11199,340.422,0.109,0.0349
2020-08-01,11595,361.742,0.0947,0.0343
2020-08-02,11342,379.036,0.0958,0.0369
2020-08-03,11258,387.379,0.103,0.0378
2020-08-04,11252,391.406,0.0867,0.0359
2020-08-05,11461,394.558,0.092,0.0358
2020-08-06,11757,397.069,0.116,0.0367
2020-08-07,11719,389.125,0.097,0.0375
2020-08-08,11683,385.928,0.0918,0.0359
2020-08-09,11675,391.995,0.0979,0.0375
2020-08-10,11895,395.15,0.0978,0.0444
2020-08-11,11640,387.769,0.104,0.0454
2020-08-12,11466,381.257,0.0976,0.0585
2020-08-13,11553,395.224,0.0884,0.0653
2020-08-14,11755,429.703,0.104,0.0606
2020-08-15,11879,436.151,0.0904,0.0458
2020-08-16,11854,428.051,0.0895,0.0436
2020-08-17,12053,431.222,0.0887,0.047
2020-08-18,12170,427.952,0.114,0.0518
2020-08-19,11803,411.565,0.104,0.0485
2020-08-20,11801,411.537,0.0989,0.0443
2020-08-21,11753,406.298,0.101,0.0491
2020-08-22,11563,389.503,0.0923,0.0393
2020-08-23,11628,390.957,0.0962,0.0363
2020-08-24,11740,400.797,0.0901,0.0396
2020-08-25,11521,391.428,0.0823,0.0395
2020-08-26,11410,385.308,0.0934,0.0368
2020-08-27,11355,383.445,0.0945,0.0372
2020-08-28,11445,390.98,0.0999,0.0369
2020-08-29,11513,399.78,0.0803,0.04
2020-08-30,11614,411.947,0.0866,0.057
2020-08-31,11689,429.897,0.0939,0.0639
2020-09-01,11872,464.111,0.103,0.0999
2020-09-02,11587,453.69,0.0884,0.103
2020-09-03,11059,421.058,0.0906,0.084
2020-09-04,10393,388.101,0.0863,0.0528
2020-09-05,10279,360.994,0.0878,0.0548
2020-09-06,10205,343.076,0.0789,0.0338
2020-09-07,10164,345.662,0.0898,0.0318
2020-09-08,10156,342.32,0.073,0.0309
2020-09-09,10189,345.926,0.0748,0.0332
2020-09-10,10344,367.25,0.0938,0.0432
2020-09-11,10309,366.518,0.0751,0.0382
2020-09-12,10379,373.753,0.0857,0.033
2020-09-13,10404,374.349,0.0732,0.0349
2020-09-14,10512,370.686,0.0865,0.0443
2020-09-15,10778,371.723,0.0822,0.0428
2020-09-16,10900,364.555,0.0824,0.0381
2020-09-17,10899,381.801,0.0898,0.085
2020-09-18,10931,384.584,0.0802,0.06
2020-09-19,11019,383.368,0.081,0.0418
2020-09-20,10928,376.519,0.0734,0.0357
2020-09-21,10692,356.906,0.0714,0.0381
2020-09-22,10475,342.68,0.0713,0.0352
2020-09-23,10445,336.855,0.0833,0.0312
2020-09-24,10447,334.918,0.0688,0.0298
2020-09-25,10679,347.179,0.0819,0.0297
2020-09-26,10724,352.467,0.072,0.0273
2020-09-27,10725,355.044,0.0713,0.0276
2020-09-28,10887,360.822,0.0657,0.0321
2020-09-29,10736,355.787,0.0799,0.0348
2020-09-30,10751,356.534,0.0827,0.0312
2020-10-01,10766,360.387,0.0711,0.0296
2020-10-02,10535,344.978,0.0805,0.0273
2020-10-03,10556,347.46,0.0739,0.0263
2020-10-04,10611,348.632,0.0765,0.0266
2020-10-05,10710,352.499,0.0732,0.0275
2020-10-06,10719,349.618,0.072,0.0286
2020-10-07,10625,339.826,0.0864,0.0253
2020-10-08,10737,343.669,0.0771,0.0259
2020-10-09,10986,357.115,0.0801,0.0265
2020-10-10,11335,373.615,0.0795,0.0256
2020-10-11,11364,373.323,0.0759,0.0247
2020-10-12,11448,379.176,0.0827,0.0278
2020-10-13,11455,382.457,0.0855,0.028
2020-10-14,11409,380.358,0.0731,0.0286
2020-10-15,11417,376.998,0.0837,0.0276
2020-10-16,11370,369.914,0.0791,0.0257
2020-10-17,11348,367.629,0.0732,0.0225
2020-10-18,11433,373.447,0.0637,0.0237
2020-10-19,11582,377.813,0.083,0.0254
2020-10-20,11847,373.832,0.0815,0.0256
2020-10-21,12446,384.176,0.0884,0.0282
2020-10-22,12929,406.511,0.0985,0.0284
2020-10-23,12936,412.857,0.0987,0.0278
2020-10-24,13026,412.469,0.0914,0.0243
2020-10-25,13058,409.69,0.0792,0.0246
2020-10-26,13072,401.534,0.0895,0.0282
2020-10-27,13360,399.829,0.111,0.0257
2020-10-28,13454,394.313,0.113,0.0276
